,TMIN,TMAX,PRCP
1898-02-21 00:00:00+00:00,-33.0,72.0,
1898-02-22 00:00:00+00:00,-61.0,11.0,
1898-02-23 00:00:00+00:00,-117.0,44.0,
1898-02-24 00:00:00+00:00,-122.0,100.0,
1898-02-25 00:00:00+00:00,0.0,72.0,
1898-02-26 00:00:00+00:00,-50.0,61.0,
1898-02-27 00:00:00+00:00,-100.0,94.0,
1898-02-28 00:00:00+00:00,-50.0,100.0,
1898-03-01 00:00:00+00:00,,,
1898-03-02 00:00:00+00:00,,,
1898-03-03 00:00:00+00:00,,,
1898-03-04 00:00:00+00:00,-89.0,-44.0,53.0
1898-03-05 00:00:00+00:00,-183.0,39.0,
1898-03-06 00:00:00+00:00,6.0,106.0,
1898-03-07 00:00:00+00:00,-39.0,94.0,0.0
1898-03-08 00:00:00+00:00,-161.0,-17.0,119.0
1898-03-09 00:00:00+00:00,-111.0,-22.0,23.0
1898-03-10 00:00:00+00:00,-244.0,-17.0,0.0
1898-03-11 00:00:00+00:00,-139.0,17.0,81.0
1898-03-12 00:00:00+00:00,-211.0,39.0,46.0
1898-03-13 00:00:00+00:00,-117.0,17.0,0.0
1898-03-14 00:00:00+00:00,-139.0,6.0,
1898-03-15 00:00:00+00:00,-106.0,-61.0,94.0
1898-03-16 00:00:00+00:00,-178.0,-22.0,122.0
1898-03-17 00:00:00+00:00,-261.0,-17.0,0.0
1898-03-18 00:00:00+00:00,-283.0,-6.0,
1898-03-19 00:00:00+00:00,-183.0,-6.0,0.0
1898-03-20 00:00:00+00:00,-178.0,-33.0,46.0
1898-03-21 00:00:00+00:00,-250.0,-172.0,18.0
1898-03-22 00:00:00+00:00,-383.0,-94.0,
1898-03-23 00:00:00+00:00,-106.0,-6.0,
1898-03-24 00:00:00+00:00,-183.0,6.0,36.0
1898-03-25 00:00:00+00:00,-244.0,-156.0,472.0
1898-03-26 00:00:00+00:00,-322.0,-78.0,0.0
1898-03-27 00:00:00+00:00,-200.0,0.0,
1898-03-28 00:00:00+00:00,-189.0,33.0,0.0
1898-03-29 00:00:00+00:00,-189.0,33.0,
1898-03-30 00:00:00+00:00,-39.0,56.0,0.0
1898-03-31 00:00:00+00:00,-94.0,-22.0,51.0
1898-04-01 00:00:00+00:00,-228.0,72.0,0.0
1898-04-02 00:00:00+00:00,-28.0,89.0,0.0
1898-04-03 00:00:00+00:00,-61.0,44.0,25.0
1898-04-04 00:00:00+00:00,-189.0,44.0,0.0
1898-04-05 00:00:00+00:00,-189.0,56.0,0.0
1898-04-06 00:00:00+00:00,-50.0,117.0,0.0
1898-04-07 00:00:00+00:00,-17.0,72.0,0.0
1898-04-08 00:00:00+00:00,-28.0,39.0,0.0
1898-04-09 00:00:00+00:00,0.0,144.0,0.0
1898-04-10 00:00:00+00:00,11.0,150.0,28.0
1898-04-11 00:00:00+00:00,-22.0,78.0,0.0
1898-04-12 00:00:00+00:00,-22.0,144.0,0.0
1898-04-13 00:00:00+00:00,50.0,200.0,0.0
1898-04-14 00:00:00+00:00,33.0,211.0,0.0
1898-04-15 00:00:00+00:00,11.0,156.0,0.0
1898-04-16 00:00:00+00:00,-6.0,56.0,51.0
1898-04-17 00:00:00+00:00,-28.0,111.0,0.0
1898-04-18 00:00:00+00:00,6.0,78.0,0.0
1898-04-19 00:00:00+00:00,-72.0,100.0,0.0
1898-04-20 00:00:00+00:00,28.0,106.0,0.0
1898-04-21 00:00:00+00:00,-11.0,117.0,0.0
1898-04-22 00:00:00+00:00,-11.0,106.0,10.0
1898-04-23 00:00:00+00:00,17.0,128.0,0.0
1898-04-24 00:00:00+00:00,-44.0,172.0,0.0
1898-04-25 00:00:00+00:00,6.0,239.0,0.0
1898-04-26 00:00:00+00:00,33.0,200.0,15.0
1898-04-27 00:00:00+00:00,11.0,122.0,0.0
1898-04-28 00:00:00+00:00,-61.0,139.0,0.0
1898-04-29 00:00:00+00:00,0.0,83.0,5.0
1898-04-30 00:00:00+00:00,-44.0,22.0,76.0
1898-05-01 00:00:00+00:00,-17.0,50.0,25.0
1898-05-02 00:00:00+00:00,-50.0,50.0,0.0
1898-05-03 00:00:00+00:00,-33.0,56.0,0.0
1898-05-04 00:00:00+00:00,-61.0,50.0,0.0
1898-05-05 00:00:00+00:00,-28.0,117.0,0.0
1898-05-06 00:00:00+00:00,-6.0,178.0,0.0
1898-05-07 00:00:00+00:00,0.0,122.0,41.0
1898-05-08 00:00:00+00:00,0.0,144.0,0.0
1898-05-09 00:00:00+00:00,6.0,183.0,0.0
1898-05-10 00:00:00+00:00,6.0,217.0,0.0
1898-05-11 00:00:00+00:00,6.0,172.0,0.0
1898-05-12 00:00:00+00:00,61.0,178.0,0.0
1898-05-13 00:00:00+00:00,17.0,106.0,546.0
1898-05-14 00:00:00+00:00,50.0,144.0,109.0
1898-05-15 00:00:00+00:00,50.0,144.0,0.0
1898-05-16 00:00:00+00:00,67.0,100.0,0.0
1898-05-17 00:00:00+00:00,61.0,83.0,155.0
1898-05-18 00:00:00+00:00,61.0,122.0,46.0
1898-05-19 00:00:00+00:00,56.0,111.0,13.0
1898-05-20 00:00:00+00:00,44.0,128.0,0.0
1898-05-21 00:00:00+00:00,-39.0,156.0,0.0
1898-05-22 00:00:00+00:00,50.0,194.0,15.0
1898-05-23 00:00:00+00:00,17.0,106.0,157.0
1898-05-24 00:00:00+00:00,44.0,100.0,0.0
1898-05-25 00:00:00+00:00,44.0,139.0,0.0
1898-05-26 00:00:00+00:00,56.0,172.0,0.0
1898-05-27 00:00:00+00:00,100.0,150.0,13.0
1898-05-28 00:00:00+00:00,33.0,100.0,114.0
1898-05-29 00:00:00+00:00,-11.0,144.0,0.0
1898-05-30 00:00:00+00:00,44.0,133.0,20.0
1898-05-31 00:00:00+00:00,22.0,100.0,0.0
1898-06-01 00:00:00+00:00,-22.0,144.0,36.0
1898-06-02 00:00:00+00:00,33.0,89.0,0.0
1898-06-03 00:00:00+00:00,17.0,117.0,0.0
1898-06-04 00:00:00+00:00,6.0,83.0,216.0
1898-06-05 00:00:00+00:00,17.0,111.0,8.0
1898-06-06 00:00:00+00:00,6.0,161.0,0.0
1898-06-07 00:00:00+00:00,17.0,200.0,0.0
1898-06-08 00:00:00+00:00,17.0,206.0,0.0
1898-06-09 00:00:00+00:00,17.0,206.0,0.0
1898-06-10 00:00:00+00:00,50.0,172.0,0.0
1898-06-11 00:00:00+00:00,33.0,161.0,0.0
1898-06-12 00:00:00+00:00,67.0,206.0,0.0
1898-06-13 00:00:00+00:00,39.0,128.0,43.0
1898-06-14 00:00:00+00:00,6.0,222.0,0.0
1898-06-15 00:00:00+00:00,89.0,239.0,0.0
1898-06-16 00:00:00+00:00,78.0,222.0,0.0
1898-06-17 00:00:00+00:00,61.0,261.0,0.0
1898-06-18 00:00:00+00:00,72.0,283.0,0.0
1898-06-19 00:00:00+00:00,106.0,239.0,41.0
1898-06-20 00:00:00+00:00,56.0,117.0,51.0
1898-06-21 00:00:00+00:00,50.0,206.0,0.0
1898-06-22 00:00:00+00:00,72.0,244.0,0.0
1898-06-23 00:00:00+00:00,94.0,233.0,13.0
1898-06-24 00:00:00+00:00,33.0,172.0,0.0
1898-06-25 00:00:00+00:00,61.0,206.0,0.0
1898-06-26 00:00:00+00:00,0.0,222.0,0.0
1898-06-27 00:00:00+00:00,0.0,306.0,0.0
1898-06-28 00:00:00+00:00,61.0,189.0,0.0
1898-06-29 00:00:00+00:00,0.0,167.0,0.0
1898-06-30 00:00:00+00:00,33.0,122.0,536.0
1898-07-01 00:00:00+00:00,6.0,133.0,417.0
1898-07-02 00:00:00+00:00,6.0,200.0,0.0
1898-07-03 00:00:00+00:00,44.0,244.0,0.0
1898-07-04 00:00:00+00:00,33.0,289.0,0.0
1898-07-05 00:00:00+00:00,67.0,200.0,0.0
1898-07-06 00:00:00+00:00,28.0,211.0,0.0
1898-07-07 00:00:00+00:00,44.0,267.0,0.0
1898-07-08 00:00:00+00:00,39.0,244.0,0.0
1898-07-09 00:00:00+00:00,17.0,272.0,0.0
1898-07-10 00:00:00+00:00,67.0,294.0,0.0
1898-07-11 00:00:00+00:00,61.0,289.0,0.0
1898-07-12 00:00:00+00:00,122.0,267.0,36.0
1898-07-13 00:00:00+00:00,61.0,256.0,0.0
1898-07-14 00:00:00+00:00,56.0,256.0,0.0
1898-07-15 00:00:00+00:00,83.0,256.0,0.0
1898-07-16 00:00:00+00:00,61.0,283.0,114.0
1898-07-17 00:00:00+00:00,61.0,183.0,0.0
1898-07-18 00:00:00+00:00,67.0,139.0,0.0
1898-07-19 00:00:00+00:00,67.0,117.0,36.0
1898-07-20 00:00:00+00:00,50.0,200.0,0.0
1898-07-21 00:00:00+00:00,33.0,228.0,0.0
1898-07-22 00:00:00+00:00,33.0,244.0,0.0
1898-07-23 00:00:00+00:00,67.0,189.0,107.0
1898-07-24 00:00:00+00:00,17.0,256.0,0.0
1898-07-25 00:00:00+00:00,44.0,256.0,0.0
1898-07-26 00:00:00+00:00,133.0,233.0,0.0
1898-07-27 00:00:00+00:00,83.0,233.0,0.0
1898-07-28 00:00:00+00:00,28.0,250.0,13.0
1898-07-29 00:00:00+00:00,50.0,217.0,0.0
1898-07-30 00:00:00+00:00,78.0,178.0,0.0
1898-07-31 00:00:00+00:00,0.0,244.0,0.0
1898-08-01 00:00:00+00:00,0.0,244.0,0.0
1898-08-02 00:00:00+00:00,11.0,267.0,0.0
1898-08-03 00:00:00+00:00,22.0,294.0,0.0
1898-08-04 00:00:00+00:00,39.0,206.0,13.0
1898-08-05 00:00:00+00:00,22.0,211.0,0.0
1898-08-06 00:00:00+00:00,22.0,239.0,0.0
1898-08-07 00:00:00+00:00,33.0,278.0,0.0
1898-08-08 00:00:00+00:00,44.0,294.0,0.0
1898-08-09 00:00:00+00:00,44.0,306.0,0.0
1898-08-10 00:00:00+00:00,56.0,289.0,0.0
1898-08-11 00:00:00+00:00,50.0,283.0,0.0
1898-08-12 00:00:00+00:00,56.0,300.0,0.0
1898-08-13 00:00:00+00:00,50.0,294.0,0.0
1898-08-14 00:00:00+00:00,44.0,289.0,0.0
1898-08-15 00:00:00+00:00,33.0,256.0,0.0
1898-08-16 00:00:00+00:00,100.0,267.0,0.0
1898-08-17 00:00:00+00:00,56.0,267.0,0.0
1898-08-18 00:00:00+00:00,28.0,283.0,0.0
1898-08-19 00:00:00+00:00,56.0,289.0,0.0
1898-08-20 00:00:00+00:00,33.0,267.0,0.0
1898-08-21 00:00:00+00:00,78.0,244.0,0.0
1898-08-22 00:00:00+00:00,72.0,161.0,0.0
1898-08-23 00:00:00+00:00,-6.0,239.0,0.0
1898-08-24 00:00:00+00:00,11.0,272.0,0.0
1898-08-25 00:00:00+00:00,11.0,278.0,0.0
1898-08-26 00:00:00+00:00,17.0,322.0,0.0
1898-08-27 00:00:00+00:00,83.0,256.0,0.0
1898-08-28 00:00:00+00:00,78.0,272.0,0.0
1898-08-29 00:00:00+00:00,22.0,211.0,0.0
1898-08-30 00:00:00+00:00,11.0,189.0,0.0
1898-08-31 00:00:00+00:00,11.0,133.0,51.0
1898-09-01 00:00:00+00:00,78.0,111.0,0.0
1898-09-02 00:00:00+00:00,78.0,150.0,64.0
1898-09-03 00:00:00+00:00,78.0,167.0,0.0
1898-09-04 00:00:00+00:00,72.0,144.0,0.0
1898-09-05 00:00:00+00:00,11.0,100.0,64.0
1898-09-06 00:00:00+00:00,-61.0,150.0,0.0
1898-09-07 00:00:00+00:00,-44.0,194.0,0.0
1898-09-08 00:00:00+00:00,28.0,139.0,0.0
1898-09-09 00:00:00+00:00,-11.0,111.0,0.0
1898-09-10 00:00:00+00:00,-61.0,200.0,0.0
1898-09-11 00:00:00+00:00,-44.0,233.0,0.0
1898-09-12 00:00:00+00:00,-22.0,211.0,0.0
1898-09-13 00:00:00+00:00,-11.0,211.0,0.0
1898-09-14 00:00:00+00:00,11.0,211.0,0.0
1898-09-15 00:00:00+00:00,11.0,194.0,0.0
1898-09-16 00:00:00+00:00,11.0,211.0,0.0
1898-09-17 00:00:00+00:00,22.0,261.0,0.0
1898-09-18 00:00:00+00:00,22.0,244.0,0.0
1898-09-19 00:00:00+00:00,17.0,294.0,0.0
1898-09-20 00:00:00+00:00,61.0,250.0,0.0
1898-09-21 00:00:00+00:00,28.0,222.0,0.0
1898-09-22 00:00:00+00:00,67.0,183.0,51.0
1898-09-23 00:00:00+00:00,44.0,100.0,0.0
1898-09-24 00:00:00+00:00,6.0,200.0,0.0
1898-09-25 00:00:00+00:00,-6.0,239.0,0.0
1898-09-26 00:00:00+00:00,17.0,261.0,0.0
1898-09-27 00:00:00+00:00,17.0,267.0,0.0
1898-09-28 00:00:00+00:00,17.0,128.0,0.0
1898-09-29 00:00:00+00:00,-6.0,106.0,
1898-09-30 00:00:00+00:00,0.0,111.0,0.0
1898-10-01 00:00:00+00:00,0.0,56.0,0.0
1898-10-02 00:00:00+00:00,-67.0,17.0,127.0
1898-10-03 00:00:00+00:00,-78.0,11.0,0.0
1898-10-04 00:00:00+00:00,-133.0,44.0,0.0
1898-10-05 00:00:00+00:00,-100.0,67.0,0.0
1898-10-06 00:00:00+00:00,-100.0,39.0,0.0
1898-10-07 00:00:00+00:00,0.0,100.0,0.0
1898-10-08 00:00:00+00:00,11.0,111.0,0.0
1898-10-09 00:00:00+00:00,11.0,133.0,0.0
1898-10-10 00:00:00+00:00,6.0,156.0,0.0
1898-10-11 00:00:00+00:00,11.0,111.0,0.0
1898-10-12 00:00:00+00:00,22.0,144.0,0.0
1898-10-13 00:00:00+00:00,11.0,156.0,0.0
1898-10-14 00:00:00+00:00,11.0,100.0,64.0
1898-10-15 00:00:00+00:00,0.0,67.0,5.0
1898-10-16 00:00:00+00:00,-22.0,44.0,30.0
1898-10-17 00:00:00+00:00,-111.0,78.0,0.0
1898-10-18 00:00:00+00:00,0.0,61.0,127.0
1898-10-19 00:00:00+00:00,-83.0,-11.0,76.0
1898-10-20 00:00:00+00:00,-156.0,56.0,0.0
1898-10-21 00:00:00+00:00,-17.0,128.0,0.0
1898-10-22 00:00:00+00:00,22.0,156.0,0.0
1898-10-23 00:00:00+00:00,0.0,56.0,0.0
1898-10-24 00:00:00+00:00,-72.0,44.0,51.0
1898-10-25 00:00:00+00:00,-50.0,83.0,0.0
1898-10-26 00:00:00+00:00,28.0,106.0,0.0
1898-10-27 00:00:00+00:00,39.0,56.0,0.0
1898-10-28 00:00:00+00:00,-17.0,78.0,0.0
1898-10-29 00:00:00+00:00,-17.0,56.0,0.0
1898-10-30 00:00:00+00:00,17.0,144.0,0.0
1898-10-31 00:00:00+00:00,0.0,122.0,0.0
1898-11-01 00:00:00+00:00,0.0,78.0,0.0
1898-11-02 00:00:00+00:00,-22.0,56.0,0.0
1898-11-03 00:00:00+00:00,-11.0,100.0,0.0
1898-11-04 00:00:00+00:00,-22.0,44.0,25.0
1898-11-05 00:00:00+00:00,-11.0,44.0,0.0
1898-11-06 00:00:00+00:00,-22.0,89.0,0.0
1898-11-07 00:00:00+00:00,-22.0,56.0,38.0
1898-11-08 00:00:00+00:00,-67.0,33.0,13.0
1898-11-09 00:00:00+00:00,-172.0,0.0,0.0
1898-11-10 00:00:00+00:00,-56.0,0.0,0.0
1898-11-11 00:00:00+00:00,-56.0,0.0,0.0
1898-11-12 00:00:00+00:00,-106.0,-6.0,0.0
1898-11-13 00:00:00+00:00,-106.0,33.0,0.0
1898-11-14 00:00:00+00:00,-106.0,100.0,0.0
1898-11-15 00:00:00+00:00,17.0,72.0,0.0
1898-11-16 00:00:00+00:00,-56.0,28.0,0.0
1898-11-17 00:00:00+00:00,6.0,83.0,0.0
1898-11-18 00:00:00+00:00,-11.0,67.0,0.0
1898-11-19 00:00:00+00:00,-161.0,44.0,0.0
1898-11-20 00:00:00+00:00,-233.0,-161.0,102.0
1898-11-21 00:00:00+00:00,-294.0,-72.0,0.0
1898-11-22 00:00:00+00:00,-144.0,-11.0,0.0
1898-11-23 00:00:00+00:00,-44.0,0.0,0.0
1898-11-24 00:00:00+00:00,-122.0,17.0,0.0
1898-11-25 00:00:00+00:00,-61.0,28.0,0.0
1898-11-26 00:00:00+00:00,-56.0,6.0,0.0
1898-11-27 00:00:00+00:00,-56.0,44.0,0.0
1898-11-28 00:00:00+00:00,-83.0,22.0,0.0
1898-11-29 00:00:00+00:00,-83.0,11.0,0.0
1898-11-30 00:00:00+00:00,-56.0,17.0,0.0
1898-12-01 00:00:00+00:00,-56.0,83.0,0.0
1898-12-02 00:00:00+00:00,-61.0,61.0,0.0
1898-12-03 00:00:00+00:00,-94.0,33.0,0.0
1898-12-04 00:00:00+00:00,-50.0,28.0,25.0
1898-12-05 00:00:00+00:00,-111.0,11.0,0.0
1898-12-06 00:00:00+00:00,-194.0,-122.0,0.0
1898-12-07 00:00:00+00:00,-100.0,-44.0,127.0
1898-12-08 00:00:00+00:00,-339.0,-56.0,0.0
1898-12-09 00:00:00+00:00,-328.0,-106.0,0.0
1898-12-10 00:00:00+00:00,-244.0,-67.0,0.0
1898-12-11 00:00:00+00:00,-189.0,-44.0,0.0
1898-12-12 00:00:00+00:00,-211.0,-78.0,0.0
1898-12-13 00:00:00+00:00,-233.0,0.0,0.0
1898-12-14 00:00:00+00:00,-50.0,50.0,0.0
1898-12-15 00:00:00+00:00,-39.0,6.0,0.0
1898-12-16 00:00:00+00:00,-22.0,67.0,0.0
1898-12-17 00:00:00+00:00,6.0,50.0,0.0
1898-12-18 00:00:00+00:00,17.0,61.0,0.0
1898-12-19 00:00:00+00:00,6.0,61.0,0.0
1898-12-20 00:00:00+00:00,-33.0,0.0,0.0
1898-12-21 00:00:00+00:00,-83.0,-17.0,0.0
1898-12-22 00:00:00+00:00,-61.0,-28.0,76.0
1898-12-23 00:00:00+00:00,-122.0,-22.0,0.0
1898-12-24 00:00:00+00:00,-61.0,6.0,0.0
1898-12-25 00:00:00+00:00,6.0,50.0,0.0
1898-12-26 00:00:00+00:00,39.0,72.0,0.0
1898-12-27 00:00:00+00:00,56.0,100.0,0.0
1898-12-28 00:00:00+00:00,-39.0,94.0,0.0
1898-12-29 00:00:00+00:00,-206.0,-39.0,38.0
1898-12-30 00:00:00+00:00,-261.0,-206.0,0.0
1898-12-31 00:00:00+00:00,-328.0,-50.0,0.0
1899-01-01 00:00:00+00:00,-256.0,-89.0,0.0
1899-01-02 00:00:00+00:00,-294.0,-100.0,76.0
1899-01-03 00:00:00+00:00,-311.0,-122.0,38.0
1899-01-04 00:00:00+00:00,-411.0,-144.0,0.0
1899-01-05 00:00:00+00:00,-261.0,-144.0,0.0
1899-01-06 00:00:00+00:00,-194.0,-89.0,0.0
1899-01-07 00:00:00+00:00,-133.0,-44.0,0.0
1899-01-08 00:00:00+00:00,-56.0,-11.0,0.0
1899-01-09 00:00:00+00:00,-56.0,0.0,0.0
1899-01-10 00:00:00+00:00,-22.0,33.0,0.0
1899-01-11 00:00:00+00:00,-22.0,44.0,0.0
1899-01-12 00:00:00+00:00,-56.0,0.0,0.0
1899-01-13 00:00:00+00:00,-67.0,-11.0,0.0
1899-01-14 00:00:00+00:00,-22.0,0.0,0.0
1899-01-15 00:00:00+00:00,-28.0,39.0,0.0
1899-01-16 00:00:00+00:00,-67.0,33.0,0.0
1899-01-17 00:00:00+00:00,-6.0,67.0,0.0
1899-01-18 00:00:00+00:00,28.0,56.0,0.0
1899-01-19 00:00:00+00:00,-6.0,44.0,0.0
1899-01-20 00:00:00+00:00,-156.0,72.0,0.0
1899-01-21 00:00:00+00:00,-61.0,72.0,0.0
1899-01-22 00:00:00+00:00,-83.0,-44.0,109.0
1899-01-23 00:00:00+00:00,-89.0,-6.0,0.0
1899-01-24 00:00:00+00:00,-39.0,22.0,0.0
1899-01-25 00:00:00+00:00,-78.0,44.0,13.0
1899-01-26 00:00:00+00:00,-83.0,39.0,0.0
1899-01-27 00:00:00+00:00,-122.0,39.0,140.0
1899-01-28 00:00:00+00:00,-172.0,22.0,25.0
1899-01-29 00:00:00+00:00,-150.0,6.0,0.0
1899-01-30 00:00:00+00:00,-233.0,-139.0,109.0
1899-01-31 00:00:00+00:00,-289.0,-150.0,76.0
1899-02-01 00:00:00+00:00,-344.0,-289.0,0.0
1899-02-02 00:00:00+00:00,-439.0,-289.0,10.0
1899-02-03 00:00:00+00:00,-417.0,-300.0,8.0
1899-02-04 00:00:00+00:00,-394.0,-233.0,0.0
1899-02-05 00:00:00+00:00,-283.0,-178.0,0.0
1899-02-06 00:00:00+00:00,-272.0,-156.0,0.0
1899-02-07 00:00:00+00:00,-278.0,-83.0,0.0
1899-02-08 00:00:00+00:00,-233.0,-28.0,0.0
1899-02-09 00:00:00+00:00,-217.0,-67.0,0.0
1899-02-10 00:00:00+00:00,-267.0,-217.0,94.0
1899-02-11 00:00:00+00:00,-456.0,-228.0,0.0
1899-02-12 00:00:00+00:00,-267.0,-11.0,0.0
1899-02-13 00:00:00+00:00,-44.0,0.0,0.0
1899-02-14 00:00:00+00:00,-28.0,39.0,0.0
1899-02-15 00:00:00+00:00,-6.0,33.0,0.0
1899-02-16 00:00:00+00:00,-39.0,11.0,0.0
1899-02-17 00:00:00+00:00,-17.0,39.0,0.0
1899-02-18 00:00:00+00:00,-33.0,67.0,0.0
1899-02-19 00:00:00+00:00,-39.0,83.0,0.0
1899-02-20 00:00:00+00:00,-44.0,11.0,0.0
1899-02-21 00:00:00+00:00,-244.0,-28.0,41.0
1899-02-22 00:00:00+00:00,-339.0,-128.0,0.0
1899-02-23 00:00:00+00:00,-139.0,11.0,0.0
1899-02-24 00:00:00+00:00,-144.0,-6.0,36.0
1899-02-25 00:00:00+00:00,-217.0,-61.0,0.0
1899-02-26 00:00:00+00:00,-317.0,-44.0,0.0
1899-02-27 00:00:00+00:00,-61.0,-6.0,0.0
1899-02-28 00:00:00+00:00,-72.0,28.0,0.0
1899-03-01 00:00:00+00:00,-17.0,28.0,0.0
1899-03-02 00:00:00+00:00,-56.0,0.0,0.0
1899-03-03 00:00:00+00:00,-89.0,-6.0,0.0
1899-03-04 00:00:00+00:00,-156.0,-33.0,46.0
1899-03-05 00:00:00+00:00,-211.0,0.0,25.0
1899-03-06 00:00:00+00:00,-11.0,72.0,0.0
1899-03-07 00:00:00+00:00,39.0,100.0,0.0
1899-03-08 00:00:00+00:00,-17.0,67.0,0.0
1899-03-09 00:00:00+00:00,-94.0,17.0,8.0
1899-03-10 00:00:00+00:00,-211.0,0.0,0.0
1899-03-11 00:00:00+00:00,-67.0,6.0,0.0
1899-03-12 00:00:00+00:00,-56.0,0.0,0.0
1899-03-13 00:00:00+00:00,-150.0,-28.0,0.0
1899-03-14 00:00:00+00:00,-200.0,-128.0,114.0
1899-03-15 00:00:00+00:00,-300.0,-117.0,10.0
1899-03-16 00:00:00+00:00,-139.0,-6.0,0.0
1899-03-17 00:00:00+00:00,-244.0,-28.0,0.0
1899-03-18 00:00:00+00:00,-144.0,39.0,0.0
1899-03-19 00:00:00+00:00,-144.0,-6.0,0.0
1899-03-20 00:00:00+00:00,-211.0,-144.0,33.0
1899-03-21 00:00:00+00:00,-306.0,-139.0,0.0
1899-03-22 00:00:00+00:00,-233.0,-44.0,0.0
1899-03-23 00:00:00+00:00,-122.0,44.0,0.0
1899-03-24 00:00:00+00:00,-28.0,39.0,51.0
1899-03-25 00:00:00+00:00,-161.0,-6.0,15.0
1899-03-26 00:00:00+00:00,-217.0,-72.0,0.0
1899-03-27 00:00:00+00:00,-178.0,-50.0,0.0
1899-03-28 00:00:00+00:00,-100.0,39.0,0.0
1899-03-29 00:00:00+00:00,-122.0,44.0,25.0
1899-03-30 00:00:00+00:00,-167.0,-72.0,0.0
1899-03-31 00:00:00+00:00,-217.0,-78.0,0.0
1899-04-01 00:00:00+00:00,-150.0,-67.0,10.0
1899-04-02 00:00:00+00:00,-139.0,33.0,0.0
1899-04-03 00:00:00+00:00,-111.0,72.0,0.0
1899-04-04 00:00:00+00:00,6.0,56.0,0.0
1899-04-05 00:00:00+00:00,-111.0,44.0,38.0
1899-04-06 00:00:00+00:00,-44.0,67.0,0.0
1899-04-07 00:00:00+00:00,-56.0,89.0,0.0
1899-04-08 00:00:00+00:00,-44.0,133.0,0.0
1899-04-09 00:00:00+00:00,44.0,183.0,0.0
1899-04-10 00:00:00+00:00,33.0,89.0,0.0
1899-04-11 00:00:00+00:00,6.0,117.0,0.0
1899-04-12 00:00:00+00:00,17.0,111.0,0.0
1899-04-13 00:00:00+00:00,-50.0,33.0,0.0
1899-04-14 00:00:00+00:00,-28.0,89.0,0.0
1899-04-15 00:00:00+00:00,-83.0,161.0,0.0
1899-04-16 00:00:00+00:00,11.0,150.0,0.0
1899-04-17 00:00:00+00:00,-33.0,83.0,0.0
1899-04-18 00:00:00+00:00,-11.0,67.0,64.0
1899-04-19 00:00:00+00:00,-22.0,61.0,0.0
1899-04-20 00:00:00+00:00,-50.0,111.0,0.0
1899-04-21 00:00:00+00:00,33.0,167.0,102.0
1899-04-22 00:00:00+00:00,-11.0,72.0,152.0
1899-04-23 00:00:00+00:00,-22.0,0.0,51.0
1899-04-24 00:00:00+00:00,-11.0,56.0,0.0
1899-04-25 00:00:00+00:00,-17.0,150.0,0.0
1899-04-26 00:00:00+00:00,17.0,150.0,0.0
1899-04-27 00:00:00+00:00,-6.0,67.0,0.0
1899-04-28 00:00:00+00:00,-61.0,44.0,10.0
1899-04-29 00:00:00+00:00,-11.0,67.0,0.0
1899-04-30 00:00:00+00:00,-61.0,106.0,25.0
1899-05-01 00:00:00+00:00,-72.0,39.0,51.0
1899-05-02 00:00:00+00:00,-72.0,6.0,102.0
1899-05-03 00:00:00+00:00,-139.0,56.0,0.0
1899-05-04 00:00:00+00:00,0.0,111.0,0.0
1899-05-05 00:00:00+00:00,-33.0,100.0,0.0
1899-05-06 00:00:00+00:00,-28.0,150.0,8.0
1899-05-07 00:00:00+00:00,-33.0,178.0,0.0
1899-05-08 00:00:00+00:00,11.0,194.0,0.0
1899-05-09 00:00:00+00:00,33.0,139.0,0.0
1899-05-10 00:00:00+00:00,22.0,178.0,0.0
1899-05-11 00:00:00+00:00,33.0,194.0,0.0
1899-05-12 00:00:00+00:00,-28.0,106.0,0.0
1899-05-13 00:00:00+00:00,-61.0,122.0,0.0
1899-05-14 00:00:00+00:00,0.0,89.0,0.0
1899-05-15 00:00:00+00:00,-11.0,33.0,0.0
1899-05-16 00:00:00+00:00,-67.0,111.0,102.0
1899-05-17 00:00:00+00:00,-33.0,161.0,0.0
1899-05-18 00:00:00+00:00,6.0,178.0,0.0
1899-05-19 00:00:00+00:00,0.0,61.0,43.0
1899-05-20 00:00:00+00:00,6.0,50.0,0.0
1899-05-21 00:00:00+00:00,11.0,67.0,81.0
1899-05-22 00:00:00+00:00,-11.0,122.0,0.0
1899-05-23 00:00:00+00:00,-39.0,183.0,0.0
1899-05-24 00:00:00+00:00,39.0,217.0,0.0
1899-05-25 00:00:00+00:00,50.0,122.0,0.0
1899-05-26 00:00:00+00:00,44.0,128.0,114.0
1899-05-27 00:00:00+00:00,44.0,156.0,0.0
1899-05-28 00:00:00+00:00,28.0,172.0,0.0
1899-05-29 00:00:00+00:00,-11.0,139.0,10.0
1899-05-30 00:00:00+00:00,39.0,128.0,0.0
1899-05-31 00:00:00+00:00,39.0,172.0,0.0
1899-06-01 00:00:00+00:00,28.0,167.0,0.0
1899-06-02 00:00:00+00:00,56.0,122.0,107.0
1899-06-03 00:00:00+00:00,17.0,178.0,56.0
1899-06-04 00:00:00+00:00,6.0,133.0,0.0
1899-06-05 00:00:00+00:00,11.0,89.0,43.0
1899-06-06 00:00:00+00:00,6.0,111.0,0.0
1899-06-07 00:00:00+00:00,-22.0,139.0,0.0
1899-06-08 00:00:00+00:00,-33.0,172.0,0.0
